y0,y1,
-2.042223e-01,3.393770e-01,
-2.008001e-01,3.413886e-01,
-1.973576e-01,3.433669e-01,
-1.938951e-01,3.453118e-01,
-1.904131e-01,3.472230e-01,
-1.869117e-01,3.491002e-01,
-1.833915e-01,3.509433e-01,
-1.798526e-01,3.527521e-01,
-1.762955e-01,3.545264e-01,
-1.727205e-01,3.562659e-01,
-1.691280e-01,3.579705e-01,
-1.655183e-01,3.596400e-01,
-1.618917e-01,3.612742e-01,
-1.582487e-01,3.628728e-01,
-1.545895e-01,3.644358e-01,
-1.509146e-01,3.659630e-01,
-1.472243e-01,3.674541e-01,
-1.435190e-01,3.689090e-01,
-1.397990e-01,3.703275e-01,
-1.360646e-01,3.717095e-01,
-1.323164e-01,3.730549e-01,
-1.285546e-01,3.743633e-01,
-1.247795e-01,3.756348e-01,
-1.209917e-01,3.768691e-01,
-1.171914e-01,3.780662e-01,
-1.133791e-01,3.792258e-01,
-1.095550e-01,3.803478e-01,
-1.057196e-01,3.814322e-01,
-1.018733e-01,3.824787e-01,
-9.801649e-02,3.834873e-01,
-9.414947e-02,3.844579e-01,
-9.027266e-02,3.853902e-01,
-8.638645e-02,3.862843e-01,
-8.249122e-02,3.871399e-01,
-7.858737e-02,3.879571e-01,
-7.467527e-02,3.887357e-01,
-7.075532e-02,3.894756e-01,
-6.682792e-02,3.901767e-01,
-6.289344e-02,3.908390e-01,
-5.895228e-02,3.914623e-01,
-5.500484e-02,3.920466e-01,
-5.105151e-02,3.925918e-01,
-4.709268e-02,3.930979e-01,
-4.312874e-02,3.935648e-01,
-3.916010e-02,3.939923e-01,
-3.518715e-02,3.943806e-01,
-3.121028e-02,3.947295e-01,
-2.722989e-02,3.950390e-01,
-2.324638e-02,3.953090e-01,
-1.926015e-02,3.955395e-01,
-1.527160e-02,3.957305e-01,
-1.128112e-02,3.958819e-01,
-7.289108e-03,3.959938e-01,
-3.295972e-03,3.960661e-01,
6.978931e-04,3.960988e-01,
4.692088e-03,3.960919e-01,
8.686213e-03,3.960453e-01,
1.267987e-02,3.959592e-01,
1.667266e-02,3.958334e-01,
2.066417e-02,3.956681e-01,
2.465403e-02,3.954632e-01,
2.864181e-02,3.952187e-01,
3.262713e-02,3.949347e-01,
3.660959e-02,3.946112e-01,
4.058878e-02,3.942482e-01,
4.456432e-02,3.938458e-01,
4.853579e-02,3.934040e-01,
5.250281e-02,3.929228e-01,
5.646498e-02,3.924024e-01,
6.042190e-02,3.918427e-01,
6.437318e-02,3.912438e-01,
6.831842e-02,3.906059e-01,
7.225722e-02,3.899289e-01,
7.618920e-02,3.892129e-01,
8.011396e-02,3.884580e-01,
8.403111e-02,3.876643e-01,
8.794025e-02,3.868319e-01,
9.184100e-02,3.859609e-01,
9.573297e-02,3.850514e-01,
9.961576e-02,3.841034e-01,
1.034890e-01,3.831171e-01,
1.073523e-01,3.820925e-01,
1.112052e-01,3.810299e-01,
1.150475e-01,3.799293e-01,
1.188786e-01,3.787908e-01,
1.226983e-01,3.776145e-01,
1.265061e-01,3.764007e-01,
1.303017e-01,3.751494e-01,
1.340846e-01,3.738607e-01,
1.378546e-01,3.725349e-01,
1.416111e-01,3.711720e-01,
1.453540e-01,3.697722e-01,
1.490827e-01,3.683356e-01,
1.527969e-01,3.668625e-01,
1.564963e-01,3.653529e-01,
1.601805e-01,3.638071e-01,
1.638490e-01,3.622251e-01,
1.675017e-01,3.606073e-01,
1.711380e-01,3.589537e-01,
1.747576e-01,3.572646e-01,
1.783602e-01,3.555401e-01,
1.819454e-01,3.537804e-01,
1.855129e-01,3.519857e-01,
1.890622e-01,3.501562e-01,
1.925931e-01,3.482921e-01,
1.961053e-01,3.463937e-01,
1.995982e-01,3.444610e-01,
2.030717e-01,3.424943e-01,
2.065254e-01,3.404939e-01,
2.099589e-01,3.384599e-01,
2.133718e-01,3.363926e-01,
2.167640e-01,3.342922e-01,
2.201349e-01,3.321589e-01,
2.234844e-01,3.299930e-01,
2.268119e-01,3.277946e-01,
2.301174e-01,3.255640e-01,
2.334003e-01,3.233015e-01,
2.366604e-01,3.210073e-01,
2.398974e-01,3.186816e-01,
2.431109e-01,3.163247e-01,
2.463007e-01,3.139368e-01,
2.494664e-01,3.115183e-01,
2.526077e-01,3.090692e-01,
2.557243e-01,3.065900e-01,
2.588159e-01,3.040808e-01,
2.618822e-01,3.015419e-01,
2.649229e-01,2.989737e-01,
2.679377e-01,2.963763e-01,
2.709263e-01,2.937500e-01,
2.738884e-01,2.910951e-01,
2.768238e-01,2.884119e-01,
2.797321e-01,2.857007e-01,
2.826131e-01,2.829617e-01,
2.854664e-01,2.801953e-01,
2.882918e-01,2.774016e-01,
2.910891e-01,2.745811e-01,
2.938579e-01,2.717339e-01,
2.965981e-01,2.688604e-01,
2.993092e-01,2.659609e-01,
3.019911e-01,2.630356e-01,
3.046435e-01,2.600850e-01,
3.072662e-01,2.571091e-01,
3.098588e-01,2.541085e-01,
3.124212e-01,2.510833e-01,
3.149531e-01,2.480339e-01,
3.174542e-01,2.449606e-01,
3.199244e-01,2.418637e-01,
3.223633e-01,2.387435e-01,
3.247707e-01,2.356004e-01,
3.271465e-01,2.324345e-01,
3.294903e-01,2.292463e-01,
3.318020e-01,2.260361e-01,
3.340813e-01,2.228042e-01,
3.363280e-01,2.195508e-01,
3.385419e-01,2.162764e-01,
3.407228e-01,2.129813e-01,
3.428705e-01,2.096657e-01,
3.449847e-01,2.063300e-01,
3.470653e-01,2.029746e-01,
3.491121e-01,1.995997e-01,
3.511248e-01,1.962057e-01,
3.531033e-01,1.927930e-01,
3.550474e-01,1.893618e-01,
3.569569e-01,1.859125e-01,
3.588316e-01,1.824454e-01,
3.606714e-01,1.789608e-01,
3.624760e-01,1.754592e-01,
3.642453e-01,1.719408e-01,
3.659791e-01,1.684059e-01,
3.676773e-01,1.648550e-01,
3.693397e-01,1.612883e-01,
3.709661e-01,1.577062e-01,
3.725564e-01,1.541091e-01,
3.741104e-01,1.504972e-01,
3.756280e-01,1.468710e-01,
3.771090e-01,1.432307e-01,
3.785533e-01,1.395768e-01,
3.799608e-01,1.359095e-01,
3.813312e-01,1.322292e-01,
3.826646e-01,1.285363e-01,
3.839608e-01,1.248311e-01,
3.852195e-01,1.211139e-01,
3.864408e-01,1.173852e-01,
3.876245e-01,1.136452e-01,
3.887705e-01,1.098943e-01,
3.898787e-01,1.061329e-01,
3.909489e-01,1.023613e-01,
3.919811e-01,9.857986e-02,
3.929751e-01,9.478894e-02,
3.939310e-01,9.098890e-02,
3.948485e-01,8.718008e-02,
3.957276e-01,8.336285e-02,
3.965682e-01,7.953755e-02,
3.973703e-01,7.570455e-02,
3.981337e-01,7.186420e-02,
3.988583e-01,6.801685e-02,
3.995442e-01,6.416287e-02,
4.001912e-01,6.030261e-02,
4.007993e-01,5.643642e-02,
4.013684e-01,5.256467e-02,
4.018984e-01,4.868772e-02,
4.023894e-01,4.480592e-02,
4.028412e-01,4.091962e-02,
4.032538e-01,3.702920e-02,
4.036272e-01,3.313501e-02,
4.039614e-01,2.923740e-02,
4.042562e-01,2.533674e-02,
4.045117e-01,2.143338e-02,
4.047278e-01,1.752769e-02,
4.049046e-01,1.362003e-02,
4.050419e-01,9.710750e-03,
4.051398e-01,5.800217e-03,
4.051983e-01,1.888790e-03,
4.052174e-01,-2.023171e-03,
4.051970e-01,-5.935306e-03,
4.051371e-01,-9.847255e-03,
4.050378e-01,-1.375866e-02,
4.048991e-01,-1.766915e-02,
4.047209e-01,-2.157838e-02,
4.045033e-01,-2.548598e-02,
4.042463e-01,-2.939159e-02,
4.039499e-01,-3.329486e-02,
4.036142e-01,-3.719541e-02,
4.032391e-01,-4.109290e-02,
4.028247e-01,-4.498696e-02,
4.023711e-01,-4.887724e-02,
4.018782e-01,-5.276336e-02,
4.013462e-01,-5.664498e-02,
4.007750e-01,-6.052173e-02,
4.001647e-01,-6.439326e-02,
3.995153e-01,-6.825920e-02,
3.988270e-01,-7.211920e-02,
3.980998e-01,-7.597289e-02,
3.973337e-01,-7.981993e-02,
3.965288e-01,-8.365995e-02,
3.956852e-01,-8.749259e-02,
3.948029e-01,-9.131749e-02,
3.938821e-01,-9.513431e-02,
3.929228e-01,-9.894268e-02,
3.919251e-01,-1.027422e-01,
3.908890e-01,-1.065326e-01,
3.898148e-01,-1.103135e-01,
3.887024e-01,-1.140846e-01,
3.875520e-01,-1.178453e-01,
3.863636e-01,-1.215956e-01,
3.851375e-01,-1.253348e-01,
3.838736e-01,-1.290628e-01,
3.825722e-01,-1.327792e-01,
3.812333e-01,-1.364835e-01,
3.798570e-01,-1.401756e-01,
3.784435e-01,-1.438549e-01,
3.769929e-01,-1.475211e-01,
3.755053e-01,-1.511740e-01,
3.739809e-01,-1.548132e-01,
3.724198e-01,-1.584382e-01,
3.708221e-01,-1.620488e-01,
3.691880e-01,-1.656446e-01,
3.675177e-01,-1.692253e-01,
3.658113e-01,-1.727905e-01,
3.640689e-01,-1.763398e-01,
3.622907e-01,-1.798730e-01,
3.604769e-01,-1.833897e-01,
3.586276e-01,-1.868896e-01,
3.567430e-01,-1.903722e-01,
3.548234e-01,-1.938373e-01,
3.528687e-01,-1.972846e-01,
3.508793e-01,-2.007136e-01,
3.488554e-01,-2.041240e-01,
3.467970e-01,-2.075156e-01,
3.447045e-01,-2.108880e-01,
3.425779e-01,-2.142408e-01,
3.404176e-01,-2.175738e-01,
3.382236e-01,-2.208865e-01,
3.359962e-01,-2.241786e-01,
3.337356e-01,-2.274499e-01,
3.314420e-01,-2.307000e-01,
3.291157e-01,-2.339286e-01,
3.267568e-01,-2.371353e-01,
3.243656e-01,-2.403198e-01,
3.219422e-01,-2.434818e-01,
3.194870e-01,-2.466210e-01,
3.170001e-01,-2.497371e-01,
3.144818e-01,-2.528297e-01,
3.119323e-01,-2.558986e-01,
3.093519e-01,-2.589434e-01,
3.067407e-01,-2.619637e-01,
3.040991e-01,-2.649594e-01,
3.014273e-01,-2.679301e-01,
2.987256e-01,-2.708754e-01,
2.959941e-01,-2.737951e-01,
2.932332e-01,-2.766889e-01,
2.904431e-01,-2.795564e-01,
2.876241e-01,-2.823975e-01,
2.847765e-01,-2.852117e-01,
2.819004e-01,-2.879987e-01,
2.789963e-01,-2.907584e-01,
2.760643e-01,-2.934904e-01,
2.731048e-01,-2.961943e-01,
2.701181e-01,-2.988700e-01,
2.671043e-01,-3.015172e-01,
2.640638e-01,-3.041355e-01,
2.609970e-01,-3.067246e-01,
2.579040e-01,-3.092844e-01,
2.547853e-01,-3.118145e-01,
2.516410e-01,-3.143147e-01,
2.484715e-01,-3.167846e-01,
2.452771e-01,-3.192241e-01,
2.420581e-01,-3.216328e-01,
2.388148e-01,-3.240106e-01,
2.355475e-01,-3.263570e-01,
2.322566e-01,-3.286720e-01,
2.289423e-01,-3.309552e-01,
2.256050e-01,-3.332063e-01,
2.222450e-01,-3.354252e-01,
2.188626e-01,-3.376116e-01,
2.154582e-01,-3.397652e-01,
2.120321e-01,-3.418859e-01,
2.085846e-01,-3.439733e-01,
2.051160e-01,-3.460273e-01,
2.016267e-01,-3.480475e-01,
1.981171e-01,-3.500339e-01,
1.945874e-01,-3.519862e-01,
1.910380e-01,-3.539041e-01,
1.874693e-01,-3.557874e-01,
1.838816e-01,-3.576360e-01,
1.802752e-01,-3.594495e-01,
1.766506e-01,-3.612279e-01,
1.730081e-01,-3.629709e-01,
1.693479e-01,-3.646783e-01,
1.656706e-01,-3.663500e-01,
1.619763e-01,-3.679856e-01,
1.582656e-01,-3.695851e-01,
1.545388e-01,-3.711483e-01,
1.507962e-01,-3.726749e-01,
1.470382e-01,-3.741649e-01,
1.432652e-01,-3.756180e-01,
1.394775e-01,-3.770340e-01,
1.356756e-01,-3.784129e-01,
1.318597e-01,-3.797544e-01,
1.280303e-01,-3.810583e-01,
1.241878e-01,-3.823247e-01,
1.203325e-01,-3.835532e-01,
1.164648e-01,-3.847437e-01,
1.125851e-01,-3.858962e-01,
1.086938e-01,-3.870104e-01,
1.047913e-01,-3.880863e-01,
1.008779e-01,-3.891236e-01,
9.695402e-02,-3.901224e-01,
9.302009e-02,-3.910825e-01,
8.907648e-02,-3.920036e-01,
8.512358e-02,-3.928859e-01,
8.116178e-02,-3.937291e-01,
7.719148e-02,-3.945331e-01,
7.321308e-02,-3.952979e-01,
